text,label,tokens,num_tokens,unique_tokens,lexical_density,clean_text,tokens_clean,num_tokens_clean,unique_tokens_clean,lexical_density_clean
How many furlongs are there in a mile-and-a-quarter recetrack ?,5,"['how', 'many', 'furlongs', 'are', 'there', 'in', 'a', 'mile', 'and', 'a', 'quarter', 'recetrack']",12,11,0.9166666666666666,furlong mileandaquarter recetrack,"['furlong', 'mileandaquarter', 'recetrack']",3,3,1.0
How many millimeters are in a mile ?,5,"['how', 'many', 'millimeters', 'are', 'in', 'a', 'mile']",7,7,1.0,millimeter mile,"['millimeter', 'mile']",2,2,1.0
How big is a baby bald eagle ?,5,"['how', 'big', 'is', 'a', 'baby', 'bald', 'eagle']",7,7,1.0,big baby bald eagle,"['big', 'baby', 'bald', 'eagle']",4,4,1.0
What color is most often used to symbolize truth ?,1,"['what', 'color', 'is', 'most', 'often', 'used', 'to', 'symbolize', 'truth']",9,9,1.0,color symbolize truth,"['color', 'symbolize', 'truth']",3,3,1.0
Stuart Hamblen is considered to be the first singing cowboy of what ?,1,"['stuart', 'hamblen', 'is', 'considered', 'to', 'be', 'the', 'first', 'singing', 'cowboy', 'of', 'what']",12,12,1.0,stuart hamblen consider singing cowboy,"['stuart', 'hamblen', 'consider', 'singing', 'cowboy']",5,5,1.0
What was the Great Britain population from 1699-172 ?,5,"['what', 'was', 'the', 'great', 'britain', 'population', 'from', '1699', '172']",9,9,1.0,great britain population,"['great', 'britain', 'population']",3,3,1.0
How can a foreigner get a U.S. Social Security card ?,0,"['how', 'can', 'a', 'foreigner', 'get', 'a', 'u', 's', 'social', 'security', 'card']",11,10,0.9090909090909091,foreigner social security card,"['foreigner', 'social', 'security', 'card']",4,4,1.0
What is the term for the sum of all genetic material in a given organism ?,1,"['what', 'is', 'the', 'term', 'for', 'the', 'sum', 'of', 'all', 'genetic', 'material', 'in', 'a', 'given', 'organism']",15,14,0.9333333333333333,term sum genetic material give organism,"['term', 'sum', 'genetic', 'material', 'give', 'organism']",6,6,1.0
What is the best-selling television soundtrack of all time ?,1,"['what', 'is', 'the', 'best', 'selling', 'television', 'soundtrack', 'of', 'all', 'time']",10,10,1.0,bestselle television soundtrack time,"['bestselle', 'television', 'soundtrack', 'time']",4,4,1.0
What mountain range marks the border of France and Spain ?,4,"['what', 'mountain', 'range', 'marks', 'the', 'border', 'of', 'france', 'and', 'spain']",10,10,1.0,mountain range mark border france spain,"['mountain', 'range', 'mark', 'border', 'france', 'spain']",6,6,1.0
"What late-night TV show features Larry , Bud , Melman and Toast on a Stick ?",1,"['what', 'late', 'night', 'tv', 'show', 'features', 'larry', 'bud', 'melman', 'and', 'toast', 'on', 'a', 'stick']",14,14,1.0,latenight feature larry bud melman toast stick,"['latenight', 'feature', 'larry', 'bud', 'melman', 'toast', 'stick']",7,7,1.0
What is the fastest computer ?,1,"['what', 'is', 'the', 'fastest', 'computer']",5,5,1.0,fast computer,"['fast', 'computer']",2,2,1.0
Who founded the modern theory of probability ?,3,"['who', 'founded', 'the', 'modern', 'theory', 'of', 'probability']",7,7,1.0,found modern theory probability,"['found', 'modern', 'theory', 'probability']",4,4,1.0
What 's the term for a limestone deposit rising from the floor of a cave ?,1,"['what', 's', 'the', 'term', 'for', 'a', 'limestone', 'deposit', 'rising', 'from', 'the', 'floor', 'of', 'a', 'cave']",15,13,0.8666666666666667,term limestone deposit rise floor cave,"['term', 'limestone', 'deposit', 'rise', 'floor', 'cave']",6,6,1.0
How many people did Randy Craft murder ?,5,"['how', 'many', 'people', 'did', 'randy', 'craft', 'murder']",7,7,1.0,people randy craft murder,"['people', 'randy', 'craft', 'murder']",4,4,1.0
Who 's The King of Swing ?,3,"['who', 's', 'the', 'king', 'of', 'swing']",6,6,1.0,king swing,"['king', 'swing']",2,2,1.0
What bestselling modern poet was the co-founder of the famous City Lights Bookshop in San Francisco ?,3,"['what', 'bestselling', 'modern', 'poet', 'was', 'the', 'co', 'founder', 'of', 'the', 'famous', 'city', 'lights', 'bookshop', 'in', 'san', 'francisco']",17,16,0.9411764705882353,bestselle modern poet cofounder famous city light bookshop san francisco,"['bestselle', 'modern', 'poet', 'cofounder', 'famous', 'city', 'light', 'bookshop', 'san', 'francisco']",10,10,1.0
What does the term glory hole mean ?,0,"['what', 'does', 'the', 'term', 'glory', 'hole', 'mean']",7,7,1.0,term glory hole mean,"['term', 'glory', 'hole', 'mean']",4,4,1.0
What South Vietnamese president was assassinated by his generals in 1963 ?,3,"['what', 'south', 'vietnamese', 'president', 'was', 'assassinated', 'by', 'his', 'generals', 'in', '1963']",11,11,1.0,south vietnamese president assassinate general,"['south', 'vietnamese', 'president', 'assassinate', 'general']",5,5,1.0
What 's the staff of life mentioned in the Lord 's Prayer ?,0,"['what', 's', 'the', 'staff', 'of', 'life', 'mentioned', 'in', 'the', 'lord', 's', 'prayer']",12,10,0.8333333333333334,staff life mention lord prayer,"['staff', 'life', 'mention', 'lord', 'prayer']",5,5,1.0
How old is too old for a child to not be talking ?,5,"['how', 'old', 'is', 'too', 'old', 'for', 'a', 'child', 'to', 'not', 'be', 'talking']",12,11,0.9166666666666666,old old child talk,"['old', 'old', 'child', 'talk']",4,3,0.75
When was the Hoover Dam constructed ?,5,"['when', 'was', 'the', 'hoover', 'dam', 'constructed']",6,6,1.0,hoover dam construct,"['hoover', 'dam', 'construct']",3,3,1.0
What ability has the silkworm moth lost through domestication ?,1,"['what', 'ability', 'has', 'the', 'silkworm', 'moth', 'lost', 'through', 'domestication']",9,9,1.0,ability silkworm moth lose domestication,"['ability', 'silkworm', 'moth', 'lose', 'domestication']",5,5,1.0
What do you need to do to marry someone in jail ?,0,"['what', 'do', 'you', 'need', 'to', 'do', 'to', 'marry', 'someone', 'in', 'jail']",11,9,0.8181818181818182,need marry jail,"['need', 'marry', 'jail']",3,3,1.0
How many tenths of the Earth 's surface lie under water ?,5,"['how', 'many', 'tenths', 'of', 'the', 'earth', 's', 'surface', 'lie', 'under', 'water']",11,11,1.0,tenth earth surface lie water,"['tenth', 'earth', 'surface', 'lie', 'water']",5,5,1.0
What is the Pennsylvania state income tax rate ?,5,"['what', 'is', 'the', 'pennsylvania', 'state', 'income', 'tax', 'rate']",8,8,1.0,pennsylvania state income tax rate,"['pennsylvania', 'state', 'income', 'tax', 'rate']",5,5,1.0
How does marl form and what mineral does it contain ?,0,"['how', 'does', 'marl', 'form', 'and', 'what', 'mineral', 'does', 'it', 'contain']",10,9,0.9,marl form mineral contain,"['marl', 'form', 'mineral', 'contain']",4,4,1.0
Who won the 1968 California Democratic primary ?,3,"['who', 'won', 'the', '1968', 'california', 'democratic', 'primary']",7,7,1.0,california democratic primary,"['california', 'democratic', 'primary']",3,3,1.0
Who spoke the only word in Mel Brooks 's Silent Movie ?,3,"['who', 'spoke', 'the', 'only', 'word', 'in', 'mel', 'brooks', 's', 'silent', 'movie']",11,11,1.0,speak word mel brooks silent movie,"['speak', 'word', 'mel', 'brooks', 'silent', 'movie']",6,6,1.0
What is a fear of sourness ?,1,"['what', 'is', 'a', 'fear', 'of', 'sourness']",6,6,1.0,fear sourness,"['fear', 'sourness']",2,2,1.0
What was Thatcher 's first name ?,3,"['what', 'was', 'thatcher', 's', 'first', 'name']",6,6,1.0,thatcher,['thatcher'],1,1,1.0
How do I get my LAN card activated so that it can hook up to another computer without using a HUB ?,0,"['how', 'do', 'i', 'get', 'my', 'lan', 'card', 'activated', 'so', 'that', 'it', 'can', 'hook', 'up', 'to', 'another', 'computer', 'without', 'using', 'a', 'hub']",21,21,1.0,lan card activate hook computer hub,"['lan', 'card', 'activate', 'hook', 'computer', 'hub']",6,6,1.0
What do insects do through their spiracles ?,0,"['what', 'do', 'insects', 'do', 'through', 'their', 'spiracles']",7,6,0.8571428571428571,insect spiracle,"['insect', 'spiracle']",2,2,1.0
Name the fast food chain with the golden arches .,3,"['name', 'the', 'fast', 'food', 'chain', 'with', 'the', 'golden', 'arches']",9,8,0.8888888888888888,fast food chain golden arch,"['fast', 'food', 'chain', 'golden', 'arch']",5,5,1.0
What are the languages spoken by the natives in Afghanistan ?,1,"['what', 'are', 'the', 'languages', 'spoken', 'by', 'the', 'natives', 'in', 'afghanistan']",10,9,0.9,language speak native afghanistan,"['language', 'speak', 'native', 'afghanistan']",4,4,1.0
What is the origin of Boxing Day ?,0,"['what', 'is', 'the', 'origin', 'of', 'boxing', 'day']",7,7,1.0,origin box day,"['origin', 'box', 'day']",3,3,1.0
"What Robert Louis Stevenson novel was inspired by Deacon William Brodie , a cabinetmaker by day and burglar by night ?",1,"['what', 'robert', 'louis', 'stevenson', 'novel', 'was', 'inspired', 'by', 'deacon', 'william', 'brodie', 'a', 'cabinetmaker', 'by', 'day', 'and', 'burglar', 'by', 'night']",19,17,0.8947368421052632,robert louis stevenson novel inspire deacon william brodie cabinetmaker day burglar night,"['robert', 'louis', 'stevenson', 'novel', 'inspire', 'deacon', 'william', 'brodie', 'cabinetmaker', 'day', 'burglar', 'night']",12,12,1.0
What is a fear of rejection ?,1,"['what', 'is', 'a', 'fear', 'of', 'rejection']",6,6,1.0,fear rejection,"['fear', 'rejection']",2,2,1.0
What was the rallying cry of the early American revolutionaries ?,0,"['what', 'was', 'the', 'rallying', 'cry', 'of', 'the', 'early', 'american', 'revolutionaries']",10,9,0.9,rally cry early american revolutionary,"['rally', 'cry', 'early', 'american', 'revolutionary']",5,5,1.0
Who was the first Russian astronaut to walk in space ?,3,"['who', 'was', 'the', 'first', 'russian', 'astronaut', 'to', 'walk', 'in', 'space']",10,10,1.0,russian astronaut walk space,"['russian', 'astronaut', 'walk', 'space']",4,4,1.0
What is the best selling computer model ever ?,1,"['what', 'is', 'the', 'best', 'selling', 'computer', 'model', 'ever']",8,8,1.0,good sell computer model,"['good', 'sell', 'computer', 'model']",4,4,1.0
What is a fear of food ?,1,"['what', 'is', 'a', 'fear', 'of', 'food']",6,6,1.0,fear food,"['fear', 'food']",2,2,1.0
Who wrote ` Dubliners ' ?,3,"['who', 'wrote', 'dubliners']",3,3,1.0,write dubliner,"['write', 'dubliner']",2,2,1.0
What is the life expectancy of an elephant ?,5,"['what', 'is', 'the', 'life', 'expectancy', 'of', 'an', 'elephant']",8,8,1.0,life expectancy elephant,"['life', 'expectancy', 'elephant']",3,3,1.0
What are the short- and long-term effects of underage drinking ?,0,"['what', 'are', 'the', 'short', 'and', 'long', 'term', 'effects', 'of', 'underage', 'drinking']",11,11,1.0,short longterm effect underage drinking,"['short', 'longterm', 'effect', 'underage', 'drinking']",5,5,1.0
What 's the claim to fame of night watchman Frank Wills ?,0,"['what', 's', 'the', 'claim', 'to', 'fame', 'of', 'night', 'watchman', 'frank', 'wills']",11,11,1.0,claim fame night watchman frank will,"['claim', 'fame', 'night', 'watchman', 'frank', 'will']",6,6,1.0
Name of King Arthur 's sword ?,1,"['name', 'of', 'king', 'arthur', 's', 'sword']",6,6,1.0,king arthur sword,"['king', 'arthur', 'sword']",3,3,1.0
What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 1943 's Old Acquaintance ?,1,"['what', '1981', 'candice', 'bergen', 'jacqueline', 'bisset', 'movie', 'was', 'a', 'remake', 'of', '1943', 's', 'old', 'acquaintance']",15,15,1.0,candice bergenjacqueline bisset movie remake old acquaintance,"['candice', 'bergenjacqueline', 'bisset', 'movie', 'remake', 'old', 'acquaintance']",7,7,1.0
Who is Malaysia 's 43rd prime minister ?,3,"['who', 'is', 'malaysia', 's', '43rd', 'prime', 'minister']",7,7,1.0,malaysia prime minister,"['malaysia', 'prime', 'minister']",3,3,1.0
Who founded the first aerodynamics laboratory in 1912 ?,3,"['who', 'founded', 'the', 'first', 'aerodynamics', 'laboratory', 'in', '1912']",8,8,1.0,found aerodynamic laboratory,"['found', 'aerodynamic', 'laboratory']",3,3,1.0
What is the fare cost for the round trip between New York and London on Concorde ?,5,"['what', 'is', 'the', 'fare', 'cost', 'for', 'the', 'round', 'trip', 'between', 'new', 'york', 'and', 'london', 'on', 'concorde']",16,15,0.9375,fare cost round trip new york london concorde,"['fare', 'cost', 'round', 'trip', 'new', 'york', 'london', 'concorde']",8,8,1.0
What is a bone marrow transplant meant for ?,0,"['what', 'is', 'a', 'bone', 'marrow', 'transplant', 'meant', 'for']",8,8,1.0,bone marrow transplant mean,"['bone', 'marrow', 'transplant', 'mean']",4,4,1.0
What does the name Calder mean ?,0,"['what', 'does', 'the', 'name', 'calder', 'mean']",6,6,1.0,calder mean,"['calder', 'mean']",2,2,1.0
Who said `` Give me liberty or give me death '' ?,3,"['who', 'said', 'give', 'me', 'liberty', 'or', 'give', 'me', 'death']",9,7,0.7777777777777778,say liberty death,"['say', 'liberty', 'death']",3,3,1.0
What is the location of McCarren Airport ?,4,"['what', 'is', 'the', 'location', 'of', 'mccarren', 'airport']",7,7,1.0,location mccarren airport,"['location', 'mccarren', 'airport']",3,3,1.0
What does the abbreviation OAS stand for ?,2,"['what', 'does', 'the', 'abbreviation', 'oas', 'stand', 'for']",7,7,1.0,abbreviation oas stand,"['abbreviation', 'oas', 'stand']",3,3,1.0
What is the nickname of the Cleveland Indians ?,1,"['what', 'is', 'the', 'nickname', 'of', 'the', 'cleveland', 'indians']",8,7,0.875,nickname cleveland indians,"['nickname', 'cleveland', 'indians']",3,3,1.0
What Frederick Forsyth novel chronicles the toppling of an African government by mercenaries ?,1,"['what', 'frederick', 'forsyth', 'novel', 'chronicles', 'the', 'toppling', 'of', 'an', 'african', 'government', 'by', 'mercenaries']",13,13,1.0,frederick forsyth novel chronicle topple african government mercenary,"['frederick', 'forsyth', 'novel', 'chronicle', 'topple', 'african', 'government', 'mercenary']",8,8,1.0
"What makes Black Hills , South Dakota a tourist attraction ?",0,"['what', 'makes', 'black', 'hills', 'south', 'dakota', 'a', 'tourist', 'attraction']",9,9,1.0,make black hill south dakota tourist attraction,"['make', 'black', 'hill', 'south', 'dakota', 'tourist', 'attraction']",7,7,1.0
What was the name of Baretta 's cockatoo ?,1,"['what', 'was', 'the', 'name', 'of', 'baretta', 's', 'cockatoo']",8,8,1.0,baretta cockatoo,"['baretta', 'cockatoo']",2,2,1.0
By how much will the California state gas tax rise by the year 2000 ?,5,"['by', 'how', 'much', 'will', 'the', 'california', 'state', 'gas', 'tax', 'rise', 'by', 'the', 'year', '2000']",14,12,0.8571428571428571,california state gas tax rise year,"['california', 'state', 'gas', 'tax', 'rise', 'year']",6,6,1.0
What 's Japan 's largest car manufacturer ?,3,"['what', 's', 'japan', 's', 'largest', 'car', 'manufacturer']",7,6,0.8571428571428571,japan large car manufacturer,"['japan', 'large', 'car', 'manufacturer']",4,4,1.0
Name of the powerful white trader in Conrad 's `` Heart of Darkness '' ?,3,"['name', 'of', 'the', 'powerful', 'white', 'trader', 'in', 'conrad', 's', 'heart', 'of', 'darkness']",12,11,0.9166666666666666,powerful white trader conrad heart darkness,"['powerful', 'white', 'trader', 'conrad', 'heart', 'darkness']",6,6,1.0
How long is the border between Canada and the 48 conterminous states ?,5,"['how', 'long', 'is', 'the', 'border', 'between', 'canada', 'and', 'the', '48', 'conterminous', 'states']",12,11,0.9166666666666666,long border canada conterminous state,"['long', 'border', 'canada', 'conterminous', 'state']",5,5,1.0
"What do you call a date that contains sequencing numbers , like 9-8-98 ?",1,"['what', 'do', 'you', 'call', 'a', 'date', 'that', 'contains', 'sequencing', 'numbers', 'like', '9', '8', '98']",14,14,1.0,date contain sequence number like,"['date', 'contain', 'sequence', 'number', 'like']",5,5,1.0
What color is the cross on Switzerland 's flag ?,1,"['what', 'color', 'is', 'the', 'cross', 'on', 'switzerland', 's', 'flag']",9,9,1.0,color cross switzerland flag,"['color', 'cross', 'switzerland', 'flag']",4,4,1.0
What is the largest island in the Mediterranean Sea ?,4,"['what', 'is', 'the', 'largest', 'island', 'in', 'the', 'mediterranean', 'sea']",9,8,0.8888888888888888,large island mediterranean sea,"['large', 'island', 'mediterranean', 'sea']",4,4,1.0
What was Joe Namath 's first contract worth ?,5,"['what', 'was', 'joe', 'namath', 's', 'first', 'contract', 'worth']",8,8,1.0,joe namath contract worth,"['joe', 'namath', 'contract', 'worth']",4,4,1.0
Where is Rider College ?,4,"['where', 'is', 'rider', 'college']",4,4,1.0,rider college,"['rider', 'college']",2,2,1.0
Where was chop suey invented ?,4,"['where', 'was', 'chop', 'suey', 'invented']",5,5,1.0,chop suey invent,"['chop', 'suey', 'invent']",3,3,1.0
How can I gain access to a spy satelite ?,0,"['how', 'can', 'i', 'gain', 'access', 'to', 'a', 'spy', 'satelite']",9,9,1.0,gain access spy satelite,"['gain', 'access', 'spy', 'satelite']",4,4,1.0
What is Archimedes famous for ?,0,"['what', 'is', 'archimedes', 'famous', 'for']",5,5,1.0,archimedes famous,"['archimedes', 'famous']",2,2,1.0
Where does dew come from ?,4,"['where', 'does', 'dew', 'come', 'from']",5,5,1.0,dew come,"['dew', 'come']",2,2,1.0
How old was Lucille Ball when the show `` I Love Lucy '' premiered ?,5,"['how', 'old', 'was', 'lucille', 'ball', 'when', 'the', 'show', 'i', 'love', 'lucy', 'premiered']",12,12,1.0,old lucille ball love lucy premiere,"['old', 'lucille', 'ball', 'love', 'lucy', 'premiere']",6,6,1.0
