Label,Message,Word_count,Message_clean,Word_count_clean
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,31,polyphonic tone mob week txt tone free txtin tell friend reply,11
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",24,love decision feeling decide love life simple magical,8
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",24,hot live fantasy box croydon national rate,7
ham,K.i did't see you.:)k:)where are you now?,7,didt youkwhere,2
ham,So i'm doing a list of buyers.,7,list buyer,2
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",30,idea guess work hour suppose leave usual interest figure shit second,11
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,13,entirely sure understand text hey weekend,6
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,21,release vday shirt make half naked instead white underwear,9
ham,Don know..he is watching film in computer..,7,knowhe watch film computer,4
ham,No b4 Thursday,3,thursday,1
ham,"Oh, then your phone phoned me but it disconnected",9,phone phone disconnected,3
ham,Id onluy matters when getting on from offcampus,8,onluy matter get offcampu,4
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,23,message free welcome new improve sex dog club unsubscribe service reply stop msgs,13
ham,"Excellent, I'll see what riley's plans are",7,excellent riley plan,3
ham,I will see in half an hour,7,half hour,2
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",18,tkts cup final cash collect pobox,6
ham,Ew are you one of them?,6,,0
ham,Also hi wesley how've you been,6,wesley,1
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,25,lingo let know wot earth finish make,7
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",28,loan purpose homeowner tenant welcome previously refuse help free text help,11
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,14,updatenow half price orange line rental,6
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),19,imagine life fast search medont worry disturb goodnoon,8
ham,"Hm good morning, headache anyone? :-)",6,good morning headache,3
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,14,yeah prob night obviously catch speak soon,7
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,30,free unlimited hardcore porn direct mobile txt porn free access hrs chrgd day txt stop msg free,17
ham,I might go 2 sch. Yar at e salon now v boring.,12,sch yar salon boring,4
ham, &lt;#&gt;  mins but i had to stop somewhere first.,9,ltgt min stop,3
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",66,ltgt fast approach wish happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy day happy independence day happy friendshipmotherfatherteacherschildren day amp happy birthday happy ganesh festival happy dasara happy diwali happy christmas ltgt good morning afternoon evening night rememberi wish theseyour raj,52
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,21,joy lifeis wake daywith thought somewheresomeone care tosend warm morning greeting,11
ham,I didn't get the second half of that message,9,second half message,3
ham,Wat time do u wan 2 meet me later?,9,wat time wan meet later,5
ham,I thank you so much for all you do with selflessness. I love you plenty.,15,thank selflessness love plenty,4
ham,Am in film ill call you later.,7,later,1
ham,How dare you change my ring,6,dare change ring,3
ham,You are a very very very very bad girl. Or lady.,11,bad girl lady,3
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,20,love try budget money well babe gary freak know,9
ham,"What part of ""don't initiate"" don't you understand",8,initiate understand,2
ham,I finished my lunch already. U wake up already?,9,finish lunch wake,3
ham,You still at the game?,5,game,1
ham,You have got tallent but you are wasting.,8,get tallent wasting,3
ham,What is your record for one night? :),8,record night,2
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",33,sir send email log usc payment portal ill send message explain thing home great weekend,15
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,16,gon let know cos come bak holiday day come number,10
ham,Jokin only lar... :-) depends on which phone my father can get lor...,13,depend phone father lor,4
ham,"Aight, lemme know what's up",5,aight know,2
ham,Get ready for  &lt;#&gt;  inches of pleasure...,7,ready ltgt inch pleasure,4
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,17,rajipls favour pls convey birthday wish nimya pls today birthday,10
ham,;-) ok. I feel like john lennon.,7,feel like,2
ham,Cos darren say ü considering mah so i ask ü...,10,cos consider mah ask,4
ham,You are not bothering me but you have to trust my answers. Pls.,13,bother trust answer pls,4
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",14,wish family happy new year advance,6
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,56,day crab run sea shorethe wave came clear footprint crab crab ask clearing beautiful footprint wave reply fox follow footprint catch clear frndsship let dwn gud nyt,27
ham,Aight what time you want me to come up?,9,aight time want come,4
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,28,slaave summon time wish come anymore,6
ham,Your bill at 3 is £33.65 so thats not bad!,10,bill bad,2
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,36,let know change appendix age range impossible chill let know,10
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",23,hello yeah get bath need hair come yeah,8
ham,So how's the weather over there?,6,weather,1
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",30,friday wait dunno wot hell gon week slob wait,9
ham,Die... Now i have e toot fringe again...,8,die toot fringe,3
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,17,lol know awesome phone click delete right want,8
ham,Ok,1,,0
ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",26,awesome question cute answer ask boy life smile amp answer fine gudnite,12
ham,Please leave this topic..sorry for telling that..,7,leave topicsorry telling,3
ham,Pls send me the correct name da.,7,pls send correct,3
ham,What happened to our yo date?,6,happen date,2
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,31,eastender quiz flower dot compare violet tulip lily txt chance win cash,12
ham,Webpage s not available!,4,webpage available,2
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,15,wake yeesh late fall asleep til ltgt,7
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,22,unsubscribed service ton sexy babe hunk straight phone subscription,9
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",45,dear know ltgt ltgt birthday love gopalettan planning small gift day like participate welcome contact admin team detail,18
ham,K..k...from tomorrow onwards started ah?,5,kkfrom tomorrow onwards start,4
ham,What u talking bout early morning? It's almost noon where your at!,12,talk bout early morning noon,5
ham,Fine. Do you remember me.,5,fine remember,2
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",28,babe home abroad lonely text wanna chat xxsp visionsmscom text stop stopcost,12
ham,Ok. How many should i buy.,6,buy,1
ham,"Sounds good, keep me posted",5,sound good post,3
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,25,brand phone agent mob plus load goody info text mat,10
ham,Ok. So april. Cant wait,5,april wait,2
ham,Boy you best get yo ass out here quick,9,boy well ass quick,4
ham,Ay wana meet on sat?ü wkg on sat?,8,,0
ham,I'm now but have to wait till 2 for the bus to pick me.,14,wait till bus pick,4
ham,Apart from the one i told you about yesterday?,9,apart tell yesterday,3
ham,Ok lor... But buy wat?,5,lor buy wat,3
ham,Somebody should go to andros and steal ice,8,somebody andro steal ice,4
ham,Don know. I did't msg him recently.,7,know didt msg recently,4
ham,Take us out shopping and Mark will distract Isaiah.=D,9,shopping mark distract isaiahd,4
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",23,mum hope great day hope text meet life great day abiola,11
ham,There is no sense in my foot and penis.,9,sense foot penis,3
ham,Okay but i thought you were the expert,8,okay thought expert,3
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,29,surprised go net cafe miss,5
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,11,sachinjust stand hit,3
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,29,great trip bring light project lucky smile bye abiola,9
ham,"And very importantly, all we discuss is between u and i only.",12,importantly discuss,2
ham,K..k:)how about your training process?,5,process,1
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,22,lor ned toa payoh return smth wan send wat,9
ham,In da car park ,4,car park,2
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,34,wish hold tightly make important mean need life,8
ham,So i asked how's anthony. Dad. And your bf,9,ask,1
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",27,fal luv vth book bed fal luv vth yen madodu nav pretsorginta pretsovru important alwa gud eveb,17
ham,What Today-sunday..sunday is holiday..so no work..,6,todaysundaysunday holidayso work,3
